review_text,rating,review_date,bank_id,bank_name
it very good but why block the screen shoot,5,2025-08-07,com.combanketh.mobilebanking,CBE
Good app,5,2025-08-07,com.combanketh.mobilebanking,CBE
"the most disgusting app,",1,2025-08-07,com.combanketh.mobilebanking,CBE
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,com.combanketh.mobilebanking,CBE
👍,5,2025-08-07,com.combanketh.mobilebanking,CBE
good app,4,2025-08-06,com.combanketh.mobilebanking,CBE
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,com.combanketh.mobilebanking,CBE
best one,5,2025-08-05,com.combanketh.mobilebanking,CBE
awesome,5,2025-08-05,com.combanketh.mobilebanking,CBE
so good,5,2025-08-04,com.combanketh.mobilebanking,CBE
worst experience,1,2025-08-04,com.combanketh.mobilebanking,CBE
The 1st one is CBE,5,2025-08-04,com.combanketh.mobilebanking,CBE
excellent,5,2025-08-04,com.combanketh.mobilebanking,CBE
nice,5,2025-08-04,com.combanketh.mobilebanking,CBE
ok,1,2025-08-04,com.combanketh.mobilebanking,CBE
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,com.combanketh.mobilebanking,CBE
CBE,5,2025-08-04,com.combanketh.mobilebanking,CBE
it's good app,5,2025-08-04,com.combanketh.mobilebanking,CBE
ok,5,2025-08-04,com.combanketh.mobilebanking,CBE
Nise,5,2025-08-04,com.combanketh.mobilebanking,CBE
commercial Bank 🏦,5,2025-08-04,com.combanketh.mobilebanking,CBE
goood werk,5,2025-08-03,com.combanketh.mobilebanking,CBE
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,com.combanketh.mobilebanking,CBE
good,5,2025-08-03,com.combanketh.mobilebanking,CBE
the best application for ours,5,2025-08-03,com.combanketh.mobilebanking,CBE
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,com.combanketh.mobilebanking,CBE
screenshot problem must be fixed!!,4,2025-08-02,com.combanketh.mobilebanking,CBE
it's very nice app,5,2025-08-02,com.combanketh.mobilebanking,CBE
Very easy to use,5,2025-08-02,com.combanketh.mobilebanking,CBE
best and fast,5,2025-08-02,com.combanketh.mobilebanking,CBE
The best one ever i've seen.,5,2025-08-01,com.combanketh.mobilebanking,CBE
በጣም ጥሩ,5,2025-08-01,com.combanketh.mobilebanking,CBE
👍👍👍,5,2025-08-01,com.combanketh.mobilebanking,CBE
very good,5,2025-08-01,com.combanketh.mobilebanking,CBE
The sum is good.,5,2025-08-01,com.combanketh.mobilebanking,CBE
good,5,2025-07-31,com.combanketh.mobilebanking,CBE
thank you,5,2025-07-30,com.combanketh.mobilebanking,CBE
it is good,5,2025-07-30,com.combanketh.mobilebanking,CBE
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,com.combanketh.mobilebanking,CBE
how updated this app,5,2025-07-30,com.combanketh.mobilebanking,CBE
yase,5,2025-07-30,com.combanketh.mobilebanking,CBE
"ok ,",5,2025-07-29,com.combanketh.mobilebanking,CBE
good,5,2025-07-29,com.combanketh.mobilebanking,CBE
Time is Gold,5,2025-07-28,com.combanketh.mobilebanking,CBE
good,5,2025-07-28,com.combanketh.mobilebanking,CBE
this app is so amazing a use it every time when I make payments,5,2025-07-27,com.combanketh.mobilebanking,CBE
Mobeli.bank,5,2025-07-27,com.combanketh.mobilebanking,CBE
best,5,2025-07-26,com.combanketh.mobilebanking,CBE
best app,5,2025-07-26,com.combanketh.mobilebanking,CBE
thanks CBE,5,2025-07-25,com.combanketh.mobilebanking,CBE
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,com.combanketh.mobilebanking,CBE
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,com.combanketh.mobilebanking,CBE
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,com.combanketh.mobilebanking,CBE
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,com.combanketh.mobilebanking,CBE
wow,5,2025-07-25,com.combanketh.mobilebanking,CBE
excellent,5,2025-07-25,com.combanketh.mobilebanking,CBE
great,5,2025-07-24,com.combanketh.mobilebanking,CBE
Great,5,2025-07-24,com.combanketh.mobilebanking,CBE
there is many thing u have to fix.,1,2025-07-24,com.combanketh.mobilebanking,CBE
Excellent App,4,2025-07-24,com.combanketh.mobilebanking,CBE
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,com.combanketh.mobilebanking,CBE
Best app,5,2025-07-23,com.combanketh.mobilebanking,CBE
very good,5,2025-07-22,com.combanketh.mobilebanking,CBE
good,5,2025-07-21,com.combanketh.mobilebanking,CBE
በጣምጥሩ,4,2025-07-21,com.combanketh.mobilebanking,CBE
"good job, but we need to see more transaction history.",4,2025-07-21,com.combanketh.mobilebanking,CBE
best app,5,2025-07-21,com.combanketh.mobilebanking,CBE
excellent,5,2025-07-21,com.combanketh.mobilebanking,CBE
full of restrictions,1,2025-07-20,com.combanketh.mobilebanking,CBE
The best one,5,2025-07-20,com.combanketh.mobilebanking,CBE
very good,5,2025-07-20,com.combanketh.mobilebanking,CBE
nice apps,5,2025-07-20,com.combanketh.mobilebanking,CBE
why i cant screen shoot ?,1,2025-07-20,com.combanketh.mobilebanking,CBE
Really excellent,5,2025-07-19,com.combanketh.mobilebanking,CBE
excellent,5,2025-07-19,com.combanketh.mobilebanking,CBE
nice apk,5,2025-07-19,com.combanketh.mobilebanking,CBE
it is good up to now but it needs update today,5,2025-07-18,com.combanketh.mobilebanking,CBE
አውርድ,5,2025-07-18,com.combanketh.mobilebanking,CBE
okay,5,2025-07-18,com.combanketh.mobilebanking,CBE
very aazing,5,2025-07-18,com.combanketh.mobilebanking,CBE
wow,5,2025-07-18,com.combanketh.mobilebanking,CBE
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,com.combanketh.mobilebanking,CBE
simple to use and amazing,5,2025-07-17,com.combanketh.mobilebanking,CBE
Best app ever,5,2025-07-17,com.combanketh.mobilebanking,CBE
this app good,4,2025-07-17,com.combanketh.mobilebanking,CBE
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,com.combanketh.mobilebanking,CBE
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,com.combanketh.mobilebanking,CBE
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,com.combanketh.mobilebanking,CBE
chala bodena,2,2025-07-15,com.combanketh.mobilebanking,CBE
ebc app not work or unable to connect server,1,2025-07-15,com.combanketh.mobilebanking,CBE
i love this app,5,2025-07-14,com.combanketh.mobilebanking,CBE
"excellent application, user friendly...nice one",5,2025-07-14,com.combanketh.mobilebanking,CBE
Okay 👍,5,2025-07-13,com.combanketh.mobilebanking,CBE
why can't I transfer money to telebirr?,4,2025-07-12,com.combanketh.mobilebanking,CBE
CBE Mobile Banking make us our life easier.,5,2025-07-12,com.combanketh.mobilebanking,CBE
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,com.combanketh.mobilebanking,CBE
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,com.combanketh.mobilebanking,CBE
"amzing app, so 10Q",5,2025-07-11,com.combanketh.mobilebanking,CBE
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,com.combanketh.mobilebanking,CBE
It is user friendly.,4,2025-07-11,com.combanketh.mobilebanking,CBE
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,com.combanketh.mobilebanking,CBE
ok,5,2025-07-09,com.combanketh.mobilebanking,CBE
option app mobile banking,5,2025-07-09,com.combanketh.mobilebanking,CBE
ok,5,2025-07-08,com.combanketh.mobilebanking,CBE
very poor and even not sho the balance and transaction history,1,2025-07-07,com.combanketh.mobilebanking,CBE
እሽ,5,2025-07-07,com.combanketh.mobilebanking,CBE
Good app,5,2025-07-07,com.combanketh.mobilebanking,CBE
best,5,2025-07-06,com.combanketh.mobilebanking,CBE
this is very good app but what is bucket override i don't get,4,2025-07-06,com.combanketh.mobilebanking,CBE
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,com.combanketh.mobilebanking,CBE
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,com.combanketh.mobilebanking,CBE
don't work,1,2025-07-05,com.combanketh.mobilebanking,CBE
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,com.combanketh.mobilebanking,CBE
good,5,2025-07-05,com.combanketh.mobilebanking,CBE
🙏👍,5,2025-11-29,com.boa.boaMobileBanking,BOA
Very Good,5,2025-11-28,com.boa.boaMobileBanking,BOA
goof,5,2025-11-28,com.boa.boaMobileBanking,BOA
good!,5,2025-11-28,com.boa.boaMobileBanking,BOA
good jop,5,2025-11-27,com.boa.boaMobileBanking,BOA
bad exprience...it is so crushed,1,2025-11-27,com.boa.boaMobileBanking,BOA
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,com.boa.boaMobileBanking,BOA
ምንም የማይ ሰራ,1,2025-11-26,com.boa.boaMobileBanking,BOA
very good,5,2025-11-25,com.boa.boaMobileBanking,BOA
most of the time is not working properly,1,2025-11-25,com.boa.boaMobileBanking,BOA
good service,5,2025-11-25,com.boa.boaMobileBanking,BOA
not use for me,3,2025-11-23,com.boa.boaMobileBanking,BOA
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,com.boa.boaMobileBanking,BOA
waw,5,2025-11-21,com.boa.boaMobileBanking,BOA
the lag is unbelievable when you need it the most this suks,1,2025-11-19,com.boa.boaMobileBanking,BOA
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,com.boa.boaMobileBanking,BOA
it is a good app,5,2025-11-18,com.boa.boaMobileBanking,BOA
it is not working at all,1,2025-11-15,com.boa.boaMobileBanking,BOA
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,com.boa.boaMobileBanking,BOA
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,com.boa.boaMobileBanking,BOA
fast and simple,5,2025-11-11,com.boa.boaMobileBanking,BOA
best of best,5,2025-11-10,com.boa.boaMobileBanking,BOA
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,com.boa.boaMobileBanking,BOA
good,4,2025-11-10,com.boa.boaMobileBanking,BOA
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,com.boa.boaMobileBanking,BOA
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,com.boa.boaMobileBanking,BOA
best app,5,2025-11-08,com.boa.boaMobileBanking,BOA
Best app,5,2025-11-07,com.boa.boaMobileBanking,BOA
"Barely works, it always fails to connect",1,2025-11-07,com.boa.boaMobileBanking,BOA
my fav app,5,2025-11-07,com.boa.boaMobileBanking,BOA
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,com.boa.boaMobileBanking,BOA
very nice,5,2025-11-04,com.boa.boaMobileBanking,BOA
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,com.boa.boaMobileBanking,BOA
I like,5,2025-11-02,com.boa.boaMobileBanking,BOA
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,com.boa.boaMobileBanking,BOA
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,com.boa.boaMobileBanking,BOA
"the worst app ever,",1,2025-10-30,com.boa.boaMobileBanking,BOA
better,5,2025-10-29,com.boa.boaMobileBanking,BOA
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,com.boa.boaMobileBanking,BOA
this app can't open? what is problem? please solve my problem?,1,2025-10-28,com.boa.boaMobileBanking,BOA
kiyaa makonn,5,2025-10-27,com.boa.boaMobileBanking,BOA
very very lazy app,1,2025-10-26,com.boa.boaMobileBanking,BOA
telebirr remittance,5,2025-10-24,com.boa.boaMobileBanking,BOA
The best bank in 🇪🇹,5,2025-10-23,com.boa.boaMobileBanking,BOA
its good,5,2025-10-22,com.boa.boaMobileBanking,BOA
the worst app in my financial experience.,1,2025-10-22,com.boa.boaMobileBanking,BOA
good for mb appliciation,5,2025-10-21,com.boa.boaMobileBanking,BOA
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,com.boa.boaMobileBanking,BOA
try to easy network,4,2025-10-17,com.boa.boaMobileBanking,BOA
hussen hassen umer,5,2025-10-16,com.boa.boaMobileBanking,BOA
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,com.boa.boaMobileBanking,BOA
an exceptional banking app.,5,2025-10-16,com.boa.boaMobileBanking,BOA
alhamdulilah,5,2025-10-11,com.boa.boaMobileBanking,BOA
poor,5,2025-10-11,com.boa.boaMobileBanking,BOA
Best of best,5,2025-10-09,com.boa.boaMobileBanking,BOA
from the last week updates the app is not working Please check the problems,1,2025-10-08,com.boa.boaMobileBanking,BOA
It's always crushing,1,2025-10-08,com.boa.boaMobileBanking,BOA
office branches have to improve their services please,4,2025-10-07,com.boa.boaMobileBanking,BOA
♥️♥️,5,2025-10-05,com.boa.boaMobileBanking,BOA
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,com.boa.boaMobileBanking,BOA
it needs a timely update,5,2025-10-03,com.boa.boaMobileBanking,BOA
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,com.boa.boaMobileBanking,BOA
Like,5,2025-10-01,com.boa.boaMobileBanking,BOA
I can't type my otp on it.,1,2025-10-01,com.boa.boaMobileBanking,BOA
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,com.boa.boaMobileBanking,BOA
jaajja,4,2025-09-30,com.boa.boaMobileBanking,BOA
I love this bank the best experience ever.,5,2025-09-28,com.boa.boaMobileBanking,BOA
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,com.boa.boaMobileBanking,BOA
easy and fast,5,2025-09-24,com.boa.boaMobileBanking,BOA
Great,5,2025-09-20,com.boa.boaMobileBanking,BOA
mobile banking,5,2025-09-19,com.boa.boaMobileBanking,BOA
very good,5,2025-09-18,com.boa.boaMobileBanking,BOA
😎,5,2025-09-18,com.boa.boaMobileBanking,BOA
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,com.boa.boaMobileBanking,BOA
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,com.boa.boaMobileBanking,BOA
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,com.boa.boaMobileBanking,BOA
none,5,2025-09-14,com.boa.boaMobileBanking,BOA
good,2,2025-09-13,com.boa.boaMobileBanking,BOA
good,5,2025-09-12,com.boa.boaMobileBanking,BOA
very good app i ever used,5,2025-09-12,com.boa.boaMobileBanking,BOA
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,com.boa.boaMobileBanking,BOA
zedo,5,2025-09-11,com.boa.boaMobileBanking,BOA
please open my mobile app,5,2025-09-10,com.boa.boaMobileBanking,BOA
it doesn't open,1,2025-09-10,com.boa.boaMobileBanking,BOA
Very Good,5,2025-09-09,com.boa.boaMobileBanking,BOA
masha alla,5,2025-09-08,com.boa.boaMobileBanking,BOA
Best banking transaction application in Ethiopia !,5,2025-09-05,com.boa.boaMobileBanking,BOA
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,com.boa.boaMobileBanking,BOA
tamaam kamal,1,2025-09-04,com.boa.boaMobileBanking,BOA
በጣም ሐሪፍ,5,2025-09-03,com.boa.boaMobileBanking,BOA
great 👍,5,2025-09-02,com.boa.boaMobileBanking,BOA
goof,4,2025-09-01,com.boa.boaMobileBanking,BOA
absiniya banki,5,2025-08-29,com.boa.boaMobileBanking,BOA
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,com.boa.boaMobileBanking,BOA
One of the best in this business,5,2025-08-25,com.boa.boaMobileBanking,BOA
Excellent,5,2025-08-20,com.boa.boaMobileBanking,BOA
besat🥰,5,2025-08-19,com.boa.boaMobileBanking,BOA
unlimited experience,5,2025-08-18,com.boa.boaMobileBanking,BOA
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,com.boa.boaMobileBanking,BOA
very nice mobile banking app my favourite,5,2025-08-16,com.boa.boaMobileBanking,BOA
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,com.boa.boaMobileBanking,BOA
best apps,5,2025-08-15,com.boa.boaMobileBanking,BOA
the worst app ever to exist in a bank history,1,2025-08-15,com.boa.boaMobileBanking,BOA
thank you,5,2025-08-14,com.boa.boaMobileBanking,BOA
Best mobile app in the country,5,2025-08-14,com.boa.boaMobileBanking,BOA
not fast,2,2025-08-12,com.boa.boaMobileBanking,BOA
keeps freezing at the front page.,1,2025-08-10,com.boa.boaMobileBanking,BOA
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,com.boa.boaMobileBanking,BOA
abseniya bank app,5,2025-08-08,com.boa.boaMobileBanking,BOA
good,5,2025-08-05,com.boa.boaMobileBanking,BOA
yes goode app,5,2025-08-03,com.boa.boaMobileBanking,BOA
Great App,5,2025-08-02,com.boa.boaMobileBanking,BOA
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,com.boa.boaMobileBanking,BOA
ረጀብነሱ,1,2025-07-31,com.boa.boaMobileBanking,BOA
The Worst Mobile Banking App.,1,2025-07-31,com.boa.boaMobileBanking,BOA
giod,5,2025-07-30,com.boa.boaMobileBanking,BOA
best bank in ethiopia,5,2025-07-29,com.boa.boaMobileBanking,BOA
waqayyoo,5,2025-07-28,com.boa.boaMobileBanking,BOA
please is not working,2,2025-07-27,com.boa.boaMobileBanking,BOA
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,com.boa.boaMobileBanking,BOA
I can log in from any where,5,2025-07-23,com.boa.boaMobileBanking,BOA
😇,3,2025-07-21,com.boa.boaMobileBanking,BOA
no proplem,5,2025-07-20,com.boa.boaMobileBanking,BOA
👍👍👍,5,2025-07-20,com.boa.boaMobileBanking,BOA
excellent app,5,2025-07-18,com.boa.boaMobileBanking,BOA
good work,5,2025-07-15,com.boa.boaMobileBanking,BOA
☹️,5,2025-07-15,com.boa.boaMobileBanking,BOA
excellent,5,2025-07-14,com.boa.boaMobileBanking,BOA
Great BoA,5,2025-07-14,com.boa.boaMobileBanking,BOA
Good,5,2025-07-14,com.boa.boaMobileBanking,BOA
Okay,4,2025-07-13,com.boa.boaMobileBanking,BOA
not working,1,2025-07-12,com.boa.boaMobileBanking,BOA
This App is Getting worse and worse with every update,2,2025-07-11,com.boa.boaMobileBanking,BOA
ምርጥ ነው,1,2025-07-10,com.boa.boaMobileBanking,BOA
nice,5,2025-07-10,com.boa.boaMobileBanking,BOA
Best app,5,2025-07-08,com.boa.boaMobileBanking,BOA
meku,5,2025-07-07,com.boa.boaMobileBanking,BOA
nice,4,2025-07-04,com.boa.boaMobileBanking,BOA
awasome app go a head,5,2025-07-04,com.boa.boaMobileBanking,BOA
😎,5,2025-07-03,com.boa.boaMobileBanking,BOA
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,com.boa.boaMobileBanking,BOA
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,com.boa.boaMobileBanking,BOA
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,com.boa.boaMobileBanking,BOA
wow,5,2025-07-01,com.boa.boaMobileBanking,BOA
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,com.boa.boaMobileBanking,BOA
amazing Banks App👌👌,3,2025-06-25,com.boa.boaMobileBanking,BOA
goof,5,2025-06-25,com.boa.boaMobileBanking,BOA
good App fore me,5,2025-06-25,com.boa.boaMobileBanking,BOA
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,com.boa.boaMobileBanking,BOA
fantastic,5,2025-06-22,com.boa.boaMobileBanking,BOA
👍,4,2025-06-21,com.boa.boaMobileBanking,BOA
it's nice to use.,5,2025-06-21,com.boa.boaMobileBanking,BOA
app doesn't start,1,2025-06-21,com.boa.boaMobileBanking,BOA
Excellent application,5,2025-06-18,com.boa.boaMobileBanking,BOA
its very bad app its very slow,1,2025-06-17,com.boa.boaMobileBanking,BOA
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,com.boa.boaMobileBanking,BOA
good,1,2025-06-15,com.boa.boaMobileBanking,BOA
Good job!,5,2025-06-13,com.boa.boaMobileBanking,BOA
best financial app.,5,2025-06-12,com.boa.boaMobileBanking,BOA
ቆንጆ ነው በርቱ,5,2025-06-11,com.boa.boaMobileBanking,BOA
the worst app humans ever created,1,2025-06-09,com.boa.boaMobileBanking,BOA
it's not working,3,2025-06-05,com.boa.boaMobileBanking,BOA
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,com.boa.boaMobileBanking,BOA
exceptional,5,2025-06-03,com.boa.boaMobileBanking,BOA
BoA Mobile good bank,5,2025-06-02,com.boa.boaMobileBanking,BOA
this is worest app 24/7 loading,1,2025-06-01,com.boa.boaMobileBanking,BOA
BoA system is confartable,5,2025-06-01,com.boa.boaMobileBanking,BOA
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,com.boa.boaMobileBanking,BOA
Good service.,3,2025-05-25,com.boa.boaMobileBanking,BOA
the app crush frequently,1,2025-05-24,com.boa.boaMobileBanking,BOA
good,5,2025-05-22,com.boa.boaMobileBanking,BOA
You guys keeps getting worst,1,2025-05-22,com.boa.boaMobileBanking,BOA
good,5,2025-05-21,com.boa.boaMobileBanking,BOA
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,com.boa.boaMobileBanking,BOA
BoA,2,2025-05-20,com.boa.boaMobileBanking,BOA
good,5,2025-05-20,com.boa.boaMobileBanking,BOA
but not opening on android,4,2025-05-19,com.boa.boaMobileBanking,BOA
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,com.boa.boaMobileBanking,BOA
amazing,5,2025-05-18,com.boa.boaMobileBanking,BOA
excellent,5,2025-05-15,com.boa.boaMobileBanking,BOA
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,com.boa.boaMobileBanking,BOA
nice,5,2025-05-10,com.boa.boaMobileBanking,BOA
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,com.boa.boaMobileBanking,BOA
Best app,5,2025-05-09,com.boa.boaMobileBanking,BOA
liking this application good 👍,5,2025-05-07,com.boa.boaMobileBanking,BOA
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,com.boa.boaMobileBanking,BOA
good,5,2025-05-06,com.boa.boaMobileBanking,BOA
good,5,2025-05-02,com.boa.boaMobileBanking,BOA
good,4,2025-04-30,com.boa.boaMobileBanking,BOA
wow,5,2025-04-28,com.boa.boaMobileBanking,BOA
it's really good 👍,5,2025-04-23,com.boa.boaMobileBanking,BOA
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,com.boa.boaMobileBanking,BOA
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,com.boa.boaMobileBanking,BOA
Best,2,2025-04-19,com.boa.boaMobileBanking,BOA
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,com.boa.boaMobileBanking,BOA
yideg,1,2025-04-18,com.boa.boaMobileBanking,BOA
great boa,5,2025-04-10,com.boa.boaMobileBanking,BOA
Best,5,2025-04-10,com.boa.boaMobileBanking,BOA
boa of mobile backing,5,2025-04-09,com.boa.boaMobileBanking,BOA
nice,5,2025-04-09,com.boa.boaMobileBanking,BOA
faster bank of Abissinya,5,2025-04-08,com.boa.boaMobileBanking,BOA
